"","titles","date","location","wage","skills","query"
"1295","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Analyst"
"1296","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Analyst"
"1297","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Analyst"
"1298","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Analyst"
"1299","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/17/2019","Chicago, IL","Compensation Unspecified","Mechanical Engineering","Data Analyst"
"1300","Customer Success Engineer, Product Team"," 10/09/2019","Charlotte, NC","Full-time $100k - $150k","Client and/or Customer-facing","Data Analyst"
"1301","Customer Success Engineer, Product Team"," 10/09/2019","Charlotte, NC","Full-time $100k - $150k","Consulting","Data Analyst"
"1302","Customer Success Engineer, Product Team"," 10/09/2019","Charlotte, NC","Full-time $100k - $150k","Product Management","Data Analyst"
"1303","Customer Success Engineer, Product Team"," 10/09/2019","Charlotte, NC","Full-time $100k - $150k","Marketing","Data Analyst"
"1304","Customer Success Engineer, Product Team"," 10/09/2019","Charlotte, NC","Full-time $100k - $150k","Engineering","Data Analyst"
"1305","Senior Data Analyst  *Relocation Assistance"," 10/10/2019","Charlotte, NC","Compensation Unspecified","Databases","Data Analyst"
"1306","Senior Data Analyst  *Relocation Assistance"," 10/10/2019","Charlotte, NC","Compensation Unspecified","SQL","Data Analyst"
"1307","Senior Data Analyst  *Relocation Assistance"," 10/10/2019","Charlotte, NC","Compensation Unspecified","Postgres","Data Analyst"
"1308","Senior Data Analyst  *Relocation Assistance"," 10/10/2019","Charlotte, NC","Compensation Unspecified","ETL","Data Analyst"
"1309","Senior Data Analyst  *Relocation Assistance"," 10/10/2019","Charlotte, NC","Compensation Unspecified","Python","Data Analyst"
"1310","Sr. Data Analyst / Project Manager (Tableau)"," 09/17/2019","Charlotte, NC","Full-time $100k - $140k","Client and/or Customer-facing","Data Analyst"
"1311","Sr. Data Analyst / Project Manager (Tableau)"," 09/17/2019","Charlotte, NC","Full-time $100k - $140k","Consulting","Data Analyst"
"1312","Sr. Data Analyst / Project Manager (Tableau)"," 09/17/2019","Charlotte, NC","Full-time $100k - $140k","Implementation","Data Analyst"
"1313","Sr. Data Analyst / Project Manager (Tableau)"," 09/17/2019","Charlotte, NC","Full-time $100k - $140k","Product Management","Data Analyst"
"1314","Sr. Data Analyst / Project Manager (Tableau)"," 09/17/2019","Charlotte, NC","Full-time $100k - $140k","Project Management","Data Analyst"
"1315","Senior Data Analyst - clinical & research - Boston"," 05/29/2019","Boston, MA","Full-time $100k - $130k","Clinical Data Analytics","Data Analyst"
"1316","Senior Data Analyst - clinical & research - Boston"," 05/29/2019","Boston, MA","Full-time $100k - $130k","SQL","Data Analyst"
"1317","Senior Data Analyst - clinical & research - Boston"," 05/29/2019","Boston, MA","Full-time $100k - $130k","Data Visualization","Data Analyst"
"1318","Senior Data Analyst - clinical & research - Boston"," 05/29/2019","Boston, MA","Full-time $100k - $130k","SAS","Data Analyst"
"1319","Senior Data Analyst - clinical & research - Boston"," 05/29/2019","Boston, MA","Full-time $100k - $130k","SPSS","Data Analyst"
"1320","Quality Data Analyst - quality improvement - Boston"," 10/07/2019","Boston, MA","Full-time $90k - $100k","Clinical Data Analytics","Data Analyst"
"1321","Quality Data Analyst - quality improvement - Boston"," 10/07/2019","Boston, MA","Full-time $90k - $100k","SQL","Data Analyst"
"1322","Quality Data Analyst - quality improvement - Boston"," 10/07/2019","Boston, MA","Full-time $90k - $100k","Data Visualization","Data Analyst"
"1323","Quality Data Analyst - quality improvement - Boston"," 10/07/2019","Boston, MA","Full-time $90k - $100k","SAS","Data Analyst"
"1324","Quality Data Analyst - quality improvement - Boston"," 10/07/2019","Boston, MA","Full-time $90k - $100k","SPSS","Data Analyst"
"1325","Business Analyst - 6 Month Contract"," 08/27/2019","Memphis, TN","Compensation Unspecified","Data Analyst","Data Analyst"
"1326","Business Analyst - 6 Month Contract"," 08/27/2019","Memphis, TN","Compensation Unspecified","SQL","Data Analyst"
"1327","Business Analyst - 6 Month Contract"," 08/27/2019","Memphis, TN","Compensation Unspecified","Tableau","Data Analyst"
"1328","Business Analyst - 6 Month Contract"," 08/27/2019","Memphis, TN","Compensation Unspecified","Python","Data Analyst"
"1329","Business Analyst - 6 Month Contract"," 08/27/2019","Memphis, TN","Compensation Unspecified","Business Analyst","Data Analyst"
"1330","IT Business / Data Analyst"," 10/03/2019","Reno, NV","Compensation Unspecified","Data Analytics","Data Analyst"
"1331","IT Business / Data Analyst"," 10/03/2019","Reno, NV","Compensation Unspecified","Business Analysis","Data Analyst"
"1332","IT Business / Data Analyst"," 10/03/2019","Reno, NV","Compensation Unspecified","MS SQL Server","Data Analyst"
"1333","IT Business / Data Analyst"," 10/03/2019","Reno, NV","Compensation Unspecified","Microsoft Suite","Data Analyst"
"1334","IT Business / Data Analyst"," 10/03/2019","Reno, NV","Compensation Unspecified","Ssis","Data Analyst"
"1335","Data Scientist - Active Secret Clearance"," 09/09/2019","Aberdeen, MD","Compensation Unspecified","Data Analyst","Data Analyst"
"1336","Data Scientist - Active Secret Clearance"," 09/09/2019","Aberdeen, MD","Compensation Unspecified","Secret Clearance","Data Analyst"
"1337","Data Scientist - Active Secret Clearance"," 09/09/2019","Aberdeen, MD","Compensation Unspecified","Data Science","Data Analyst"
"1338","Data Scientist - Active Secret Clearance"," 09/09/2019","Aberdeen, MD","Compensation Unspecified","Database Admin/analysis","Data Analyst"
"1339","Data Scientist - Active Secret Clearance"," 09/09/2019","Aberdeen, MD","Compensation Unspecified","PostgreSQL","Data Analyst"
"1340","Business Analyst - Data - Healthcare / Clinical"," 10/15/2019","San Diego, CA","Full-time $80k - $100k","BA/BS Degree","Data Analyst"
"1341","Business Analyst - Data - Healthcare / Clinical"," 10/15/2019","San Diego, CA","Full-time $80k - $100k","Healthcare","Data Analyst"
"1342","Business Analyst - Data - Healthcare / Clinical"," 10/15/2019","San Diego, CA","Full-time $80k - $100k","Clinical","Data Analyst"
"1343","Business Analyst - Data - Healthcare / Clinical"," 10/15/2019","San Diego, CA","Full-time $80k - $100k","Tableau","Data Analyst"
"1344","Business Analyst - Data - Healthcare / Clinical"," 10/15/2019","San Diego, CA","Full-time $80k - $100k","Data Visualization","Data Analyst"
"1345","Data Analyst(SQL Queries, Reporting)"," 10/18/2019","Tustin, CA","Full-time $70k - $90k","SQL Queries","Data Analyst"
"1346","Data Analyst(SQL Queries, Reporting)"," 10/18/2019","Tustin, CA","Full-time $70k - $90k","creating reports","Data Analyst"
"1347","Data Analyst(SQL Queries, Reporting)"," 10/18/2019","Tustin, CA","Full-time $70k - $90k","Analytics","Data Analyst"
"1348","Data Analyst(SQL Queries, Reporting)"," 10/18/2019","Tustin, CA","Full-time $70k - $90k","Excel","Data Analyst"
"1349","Data Analyst(SQL Queries, Reporting)"," 10/18/2019","Tustin, CA","Full-time $70k - $90k","Importing CSV files","Data Analyst"
"1350","Senior Business Analyst"," 10/04/2019","Menlo Park, CA","Compensation Unspecified","Python","Data Analyst"
"1351","Senior Business Analyst"," 10/04/2019","Menlo Park, CA","Compensation Unspecified","SQL","Data Analyst"
"1352","Senior Business Analyst"," 10/04/2019","Menlo Park, CA","Compensation Unspecified","Tableau","Data Analyst"
"1353","Senior Business Analyst"," 10/04/2019","Menlo Park, CA","Compensation Unspecified","Data Mining","Data Analyst"
"1354","Senior Business Analyst"," 10/04/2019","Menlo Park, CA","Compensation Unspecified","Data Validation","Data Analyst"
"1355","Senior Business Systems Analyst"," 07/29/2019","Alexandria, VA","Compensation Unspecified","SQL","Data Analyst"
"1356","Senior Business Systems Analyst"," 07/29/2019","Alexandria, VA","Compensation Unspecified","Technical Specification Writing","Data Analyst"
"1357","Senior Business Systems Analyst"," 07/29/2019","Alexandria, VA","Compensation Unspecified","Data Reporting","Data Analyst"
"1358","Senior Business Systems Analyst"," 07/29/2019","Alexandria, VA","Compensation Unspecified","Research & Analysis","Data Analyst"
"1359","Senior Business Systems Analyst"," 07/29/2019","Alexandria, VA","Compensation Unspecified","SDLC knowledge","Data Analyst"
"1360","Business Analyst"," 10/10/2019","Washington, DC","Compensation Unspecified","Data","Data Analyst"
"1361","Business Analyst"," 10/10/2019","Washington, DC","Compensation Unspecified","Manage CRM","Data Analyst"
"1362","Business Analyst"," 10/10/2019","Washington, DC","Compensation Unspecified","Workflows","Data Analyst"
"1363","Business Analyst"," 10/10/2019","Washington, DC","Compensation Unspecified","Sales","Data Analyst"
"1364","Business Analyst"," 10/10/2019","Washington, DC","Compensation Unspecified","Marketing","Data Analyst"
"1365","Research Analyst - Energy Markets"," 08/12/2019","Denver, CO","Compensation Unspecified","Python","Data Analyst"
"1366","Research Analyst - Energy Markets"," 08/12/2019","Denver, CO","Compensation Unspecified","SQL","Data Analyst"
"1367","Research Analyst - Energy Markets"," 08/12/2019","Denver, CO","Compensation Unspecified","Microsoft Office","Data Analyst"
"1368","Research Analyst - Energy Markets"," 08/12/2019","Denver, CO","Compensation Unspecified","Energy","Data Analyst"
"1369","EDI Analyst"," 10/11/2019","Grand Haven, MI","Compensation Unspecified","EDI (Electronic Data Interchange","Data Analyst"
"1370","EDI Analyst"," 10/11/2019","Grand Haven, MI","Compensation Unspecified","EDI","Data Analyst"
"1371","EDI Analyst"," 10/11/2019","Grand Haven, MI","Compensation Unspecified","QAD","Data Analyst"
"1372","EDI Analyst"," 10/11/2019","Grand Haven, MI","Compensation Unspecified","Automotive","Data Analyst"
"1373","EDI Analyst"," 10/11/2019","Grand Haven, MI","Compensation Unspecified","Manufacturing","Data Analyst"
"1374","Applications Analyst - Oracle"," 10/14/2019","Winston-Salem, NC","Full-time $100k - $120k","SQL","Data Analyst"
"1375","Applications Analyst - Oracle"," 10/14/2019","Winston-Salem, NC","Full-time $100k - $120k","SDLC","Data Analyst"
"1376","Applications Analyst - Oracle"," 10/14/2019","Winston-Salem, NC","Full-time $100k - $120k","Oracle EBS","Data Analyst"
"1377","Applications Analyst - Oracle"," 10/14/2019","Winston-Salem, NC","Full-time $100k - $120k","Functional Analyst","Data Analyst"
"1378","Applications Analyst - Oracle"," 10/14/2019","Winston-Salem, NC","Full-time $100k - $120k","Oracle Order","Data Analyst"
"1379","QA Analyst"," 10/09/2019","Atlanta, GA","Full-time $60k - $75k","Quality Assurance","Data Analyst"
"1380","QA Analyst"," 10/09/2019","Atlanta, GA","Full-time $60k - $75k","Data Modeling","Data Analyst"
"1381","QA Analyst"," 10/09/2019","Atlanta, GA","Full-time $60k - $75k","SQL","Data Analyst"
"1382","QA Analyst"," 10/09/2019","Atlanta, GA","Full-time $60k - $75k","Oracle","Data Analyst"
"1383","QA Analyst"," 10/09/2019","Atlanta, GA","Full-time $60k - $75k","SQL Server","Data Analyst"
"1384","Product Development Analyst- New Emerging Technologies"," 08/15/2019","Boston, MA","Full-time $70k - $100k","SaaS","Data Analyst"
"1385","Product Development Analyst- New Emerging Technologies"," 08/15/2019","Boston, MA","Full-time $70k - $100k","Software Engineering","Data Analyst"
"1386","Product Development Analyst- New Emerging Technologies"," 08/15/2019","Boston, MA","Full-time $70k - $100k","Data Science","Data Analyst"
"1387","Product Development Analyst- New Emerging Technologies"," 08/15/2019","Boston, MA","Full-time $70k - $100k","Big Data","Data Analyst"
"1388","Product Development Analyst- New Emerging Technologies"," 08/15/2019","Boston, MA","Full-time $70k - $100k","R&D Strategy","Data Analyst"
"1389","Business Analyst - Tabluea & SQL"," 10/15/2019","San Diego, CA","Full-time $75k - $110k","BA/BS Degree","Data Analyst"
"1390","Business Analyst - Tabluea & SQL"," 10/15/2019","San Diego, CA","Full-time $75k - $110k","Tableau","Data Analyst"
"1391","Business Analyst - Tabluea & SQL"," 10/15/2019","San Diego, CA","Full-time $75k - $110k","Data Visualization","Data Analyst"
"1392","Business Analyst - Tabluea & SQL"," 10/15/2019","San Diego, CA","Full-time $75k - $110k","SQL Server","Data Analyst"
"1393","Business Analyst - Tabluea & SQL"," 10/15/2019","San Diego, CA","Full-time $75k - $110k","SQL Reporting","Data Analyst"
"1394","Technical Product Manager - Operations and Strategy"," 10/09/2019","Charlotte, NC","Full-time $90k - $140k","Operations Management","Data Analyst"
"1395","Technical Product Manager - Operations and Strategy"," 10/09/2019","Charlotte, NC","Full-time $90k - $140k","Troubleshooting/analyzing","Data Analyst"
"1396","Technical Product Manager - Operations and Strategy"," 10/09/2019","Charlotte, NC","Full-time $90k - $140k","Business Processs Diagrams","Data Analyst"
"1397","Technical Product Manager - Operations and Strategy"," 10/09/2019","Charlotte, NC","Full-time $90k - $140k","Business Requirements","Data Analyst"
"1398","Technical Product Manager - Operations and Strategy"," 10/09/2019","Charlotte, NC","Full-time $90k - $140k","Development Projects","Data Analyst"
"1399","Senior Analyst - Digital & Growth Marketing"," 10/11/2019","Waltham, MA","Compensation Unspecified","Growth Marketing","Data Analyst"
"1400","Senior Analyst - Digital & Growth Marketing"," 10/11/2019","Waltham, MA","Compensation Unspecified","Google Analytics","Data Analyst"
"1401","Senior Analyst - Digital & Growth Marketing"," 10/11/2019","Waltham, MA","Compensation Unspecified","AdWords","Data Analyst"
"1402","Senior Analyst - Digital & Growth Marketing"," 10/11/2019","Waltham, MA","Compensation Unspecified","SQL","Data Analyst"
"1403","Senior Analyst - Digital & Growth Marketing"," 10/11/2019","Waltham, MA","Compensation Unspecified","Business Analysis","Data Analyst"
"1404","Systems Production Analyst - IT Operations"," 08/26/2019","Irvine, CA","Compensation Unspecified","IT Engineering and Operations","Data Analyst"
"1405","Systems Production Analyst - IT Operations"," 08/26/2019","Irvine, CA","Compensation Unspecified","Financial Planning","Data Analyst"
"1406","Systems Production Analyst - IT Operations"," 08/26/2019","Irvine, CA","Compensation Unspecified","Data Analysis","Data Analyst"
"1407","Systems Production Analyst - IT Operations"," 08/26/2019","Irvine, CA","Compensation Unspecified","Internal Audits","Data Analyst"
"1408","Systems Production Analyst - IT Operations"," 08/26/2019","Irvine, CA","Compensation Unspecified","SOX / Generally Accepted Accounting Principles","Data Analyst"
"1409","Transportation Management System Analyst"," 10/11/2019","Memphis, TN","Compensation Unspecified","Logistics and Supply chain","Data Analyst"
"1410","Transportation Management System Analyst"," 10/11/2019","Memphis, TN","Compensation Unspecified","TMS","Data Analyst"
"1411","Transportation Management System Analyst"," 10/11/2019","Memphis, TN","Compensation Unspecified","WMS","Data Analyst"
"1412","Transportation Management System Analyst"," 10/11/2019","Memphis, TN","Compensation Unspecified","transportation operations","Data Analyst"
"1413","Transportation Management System Analyst"," 10/11/2019","Memphis, TN","Compensation Unspecified","Analytical Skills","Data Analyst"
"1414","Bilingual Customer Operations Analyst"," 10/07/2019","Dublin, CA","Full-time $80k - $100k","Troubleshooting support","Data Analyst"
"1415","Bilingual Customer Operations Analyst"," 10/07/2019","Dublin, CA","Full-time $80k - $100k","Presentation Skills","Data Analyst"
